user_id,region,operator,registration_date
708,Parakou,MTN,2026-02-16
709,Abomey,Celtiis,2025-04-26
710,Porto-Novo,Celtiis,2025-05-31
711,Cotonou,Moov,2025-07-26
712,Abomey,Moov,2025-04-29
713,Porto-Novo,Moov,2025-06-27
714,Porto-Novo,MTN,2025-07-29
715,Parakou,Moov,2025-12-26
716,Porto-Novo,Celtiis,2025-07-18
717,Parakou,Celtiis,2025-08-14
718,Bohicon,Moov,2025-10-15
719,Cotonou,Moov,2025-05-15
720,Abomey,Moov,2025-04-14
721,Abomey,Moov,2025-12-18
722,Parakou,MTN,2025-09-21
723,Abomey,Moov,2025-06-21
724,Parakou,Celtiis,2025-04-30
725,Bohicon,MTN,2025-12-20
726,Parakou,Moov,2025-07-07
727,Parakou,MTN,2026-02-07
728,Bohicon,Celtiis,2025-09-09
729,Abomey,Celtiis,2025-12-09
730,Porto-Novo,Moov,2025-06-17
731,Bohicon,MTN,2025-03-28
732,Abomey,Moov,2025-11-24
733,Abomey,Celtiis,2025-06-30
734,Parakou,Moov,2025-06-09
735,Parakou,Moov,2025-05-19
736,Cotonou,MTN,2025-05-19
737,Bohicon,MTN,2025-10-23
738,Bohicon,Celtiis,2025-09-14
739,Cotonou,Moov,2025-12-21
740,Bohicon,Moov,2026-01-13
741,Abomey,Celtiis,2025-07-25
742,Porto-Novo,MTN,2025-07-28
743,Cotonou,MTN,2025-11-22
744,Porto-Novo,Moov,2025-08-13
745,Abomey,MTN,2026-02-11
746,Parakou,Celtiis,2025-05-01
747,Bohicon,Celtiis,2025-07-07
748,Porto-Novo,MTN,2025-07-03
749,Parakou,Moov,2025-12-02
750,Parakou,Moov,2025-07-30
751,Abomey,Celtiis,2026-02-07
752,Porto-Novo,Celtiis,2026-01-26
753,Parakou,MTN,2025-12-13
754,Abomey,Celtiis,2026-01-15
755,Parakou,Celtiis,2025-03-14
756,Abomey,MTN,2025-05-07
757,Cotonou,MTN,2026-01-30
758,Porto-Novo,Moov,2025-03-19
759,Cotonou,Celtiis,2025-06-01
760,Porto-Novo,Moov,2025-06-03
761,Parakou,Celtiis,2025-05-04
762,Parakou,MTN,2025-11-12
763,Porto-Novo,Celtiis,2025-11-08
764,Cotonou,MTN,2025-08-29
765,Bohicon,MTN,2025-12-02
766,Abomey,Moov,2025-10-16
767,Cotonou,Celtiis,2025-12-11
768,Porto-Novo,Celtiis,2025-02-25
769,Bohicon,MTN,2025-08-17
770,Abomey,Moov,2026-01-14
771,Parakou,Celtiis,2025-12-02
772,Abomey,Celtiis,2026-01-30
773,Bohicon,MTN,2025-10-24
774,Cotonou,MTN,2025-09-10
775,Bohicon,Moov,2025-06-20
776,Parakou,Moov,2026-02-20
777,Porto-Novo,Celtiis,2026-02-19
778,Abomey,MTN,2026-02-24
779,Abomey,Celtiis,2025-05-13
780,Parakou,Celtiis,2026-01-30
781,Bohicon,MTN,2025-10-24
782,Bohicon,Celtiis,2025-07-17
783,Abomey,MTN,2025-04-28
784,Parakou,MTN,2025-11-21
785,Bohicon,MTN,2025-11-27
786,Bohicon,Moov,2025-09-02
787,Cotonou,MTN,2025-11-08
788,Cotonou,Moov,2025-04-08
789,Parakou,MTN,2026-01-26
790,Bohicon,Celtiis,2025-08-06
791,Cotonou,MTN,2025-08-28
792,Bohicon,Moov,2025-07-10
793,Porto-Novo,MTN,2026-01-16
794,Parakou,Celtiis,2025-10-01
795,Porto-Novo,Celtiis,2026-01-12
796,Abomey,Celtiis,2025-07-03
797,Cotonou,Celtiis,2025-07-29
798,Abomey,MTN,2025-07-22
799,Abomey,Celtiis,2026-01-25
800,Cotonou,Celtiis,2025-06-10
801,Porto-Novo,Celtiis,2025-08-18
802,Porto-Novo,MTN,2025-03-06
803,Abomey,Celtiis,2025-08-26
804,Cotonou,Celtiis,2025-05-06
805,Abomey,Moov,2025-08-17
806,Porto-Novo,Moov,2026-01-02
807,Bohicon,Celtiis,2025-03-27
808,Bohicon,Celtiis,2025-08-11
809,Parakou,MTN,2026-01-07
810,Bohicon,MTN,2025-11-18
811,Parakou,Moov,2025-05-23
812,Parakou,Moov,2025-06-26
813,Porto-Novo,Celtiis,2026-01-13
814,Parakou,Moov,2025-03-09
815,Cotonou,Celtiis,2025-04-06
816,Bohicon,MTN,2025-05-22
817,Bohicon,MTN,2025-12-25
818,Abomey,Celtiis,2025-05-21
819,Cotonou,Celtiis,2025-06-11
820,Cotonou,Moov,2025-09-19
821,Parakou,Moov,2025-08-30
822,Parakou,MTN,2026-01-08
823,Abomey,Moov,2025-10-05
824,Abomey,MTN,2025-06-11
825,Bohicon,Celtiis,2025-09-17
826,Cotonou,Moov,2025-08-03
827,Parakou,Celtiis,2025-08-28
828,Porto-Novo,Moov,2026-02-10
829,Cotonou,Moov,2025-05-25
830,Cotonou,Celtiis,2025-03-28
831,Abomey,MTN,2025-03-12
832,Cotonou,Moov,2026-01-02
833,Bohicon,Celtiis,2025-07-12
834,Porto-Novo,Moov,2025-06-11
835,Abomey,Celtiis,2025-10-07
836,Bohicon,Celtiis,2025-09-05
837,Parakou,Moov,2025-05-18
838,Porto-Novo,Moov,2025-05-28
839,Porto-Novo,MTN,2025-05-16
840,Abomey,Celtiis,2025-08-17
841,Bohicon,MTN,2025-09-14
842,Abomey,Celtiis,2025-08-04
843,Cotonou,Moov,2025-12-05
844,Porto-Novo,MTN,2025-05-30
845,Bohicon,Celtiis,2025-12-26
846,Cotonou,MTN,2025-06-18
847,Porto-Novo,Moov,2026-02-17
848,Cotonou,Moov,2025-08-28
849,Cotonou,Moov,2025-12-29
850,Porto-Novo,Celtiis,2025-03-26
851,Abomey,Moov,2025-08-21
852,Abomey,Celtiis,2025-10-19
853,Abomey,Celtiis,2025-08-18
854,Porto-Novo,MTN,2026-01-05
855,Abomey,Moov,2025-06-29
856,Porto-Novo,MTN,2025-09-23
857,Cotonou,Moov,2025-11-12
858,Bohicon,Celtiis,2025-09-19
859,Parakou,Moov,2025-12-21
860,Cotonou,Celtiis,2025-04-29
861,Bohicon,Celtiis,2025-10-13
862,Bohicon,Celtiis,2026-01-17
863,Porto-Novo,Celtiis,2025-06-27
864,Cotonou,MTN,2025-09-04
865,Cotonou,Moov,2025-04-30
866,Cotonou,Moov,2026-01-21
867,Parakou,Celtiis,2025-04-11
868,Porto-Novo,Moov,2025-11-27
869,Cotonou,Moov,2025-08-03
870,Porto-Novo,Celtiis,2025-05-13
871,Abomey,MTN,2025-06-10
872,Parakou,MTN,2025-03-14
873,Cotonou,Moov,2025-03-07
874,Bohicon,Celtiis,2026-01-17
875,Bohicon,MTN,2025-12-27
876,Bohicon,Celtiis,2025-10-01
877,Abomey,Moov,2026-01-22
878,Parakou,MTN,2025-05-16
879,Cotonou,Celtiis,2025-08-05
880,Cotonou,Celtiis,2026-02-17
881,Porto-Novo,MTN,2025-09-11
882,Parakou,Celtiis,2025-04-09
883,Bohicon,Moov,2025-06-01
884,Bohicon,Moov,2025-05-21
885,Porto-Novo,MTN,2025-05-23
886,Cotonou,MTN,2026-02-19
887,Cotonou,Celtiis,2025-03-18
888,Parakou,MTN,2025-11-06
889,Abomey,Moov,2025-09-09
890,Parakou,Celtiis,2025-03-17
891,Bohicon,Moov,2025-08-10
892,Parakou,Celtiis,2025-09-25
893,Bohicon,Celtiis,2026-02-15
894,Cotonou,Celtiis,2025-07-07
895,Abomey,Celtiis,2025-03-05
896,Parakou,Moov,2025-03-02
897,Abomey,Celtiis,2025-11-28
898,Porto-Novo,Moov,2025-12-31
899,Porto-Novo,Celtiis,2025-06-23
900,Porto-Novo,Moov,2026-01-03
901,Bohicon,MTN,2025-08-24
902,Parakou,MTN,2025-09-14
903,Bohicon,Moov,2025-05-14
904,Cotonou,MTN,2025-09-07
905,Abomey,MTN,2026-01-21
906,Abomey,MTN,2025-06-17
907,Porto-Novo,Moov,2025-10-26
908,Abomey,Moov,2026-01-22
909,Cotonou,Celtiis,2025-08-29
910,Porto-Novo,Moov,2025-08-22
911,Abomey,Moov,2025-10-12
912,Abomey,Moov,2026-02-13
913,Parakou,Celtiis,2025-04-30
914,Abomey,Moov,2025-05-18
915,Porto-Novo,MTN,2026-02-22
916,Parakou,Celtiis,2026-02-09
917,Porto-Novo,Celtiis,2025-11-08
918,Bohicon,Moov,2025-07-16
919,Porto-Novo,Moov,2025-08-14
920,Cotonou,MTN,2025-05-29
921,Bohicon,Moov,2026-01-16
922,Bohicon,Moov,2025-08-26
923,Porto-Novo,Moov,2026-02-22
924,Porto-Novo,MTN,2025-05-26
925,Bohicon,Moov,2025-03-31
926,Porto-Novo,MTN,2025-03-20
927,Abomey,MTN,2025-09-21
928,Parakou,Celtiis,2025-10-03
929,Bohicon,MTN,2025-05-09
930,Porto-Novo,MTN,2025-07-20
931,Porto-Novo,Moov,2025-07-02
932,Porto-Novo,MTN,2025-05-13
933,Abomey,Celtiis,2025-05-22
934,Bohicon,Moov,2025-06-02
935,Bohicon,Moov,2026-01-08
936,Porto-Novo,MTN,2025-10-23
937,Parakou,Moov,2026-02-17
938,Cotonou,Moov,2025-12-08
939,Abomey,Celtiis,2025-06-20
940,Cotonou,MTN,2025-12-25
941,Porto-Novo,Moov,2025-12-21
942,Bohicon,Moov,2025-07-05
943,Porto-Novo,MTN,2025-11-14
944,Porto-Novo,Celtiis,2025-12-23
945,Abomey,Celtiis,2025-04-12
946,Bohicon,MTN,2025-04-06
947,Bohicon,MTN,2025-07-29
948,Bohicon,MTN,2026-01-23
949,Porto-Novo,MTN,2025-11-17
950,Bohicon,Celtiis,2025-06-17
951,Cotonou,MTN,2025-11-16
952,Parakou,Moov,2025-05-14
953,Bohicon,Moov,2025-06-26
954,Cotonou,Celtiis,2026-01-21
955,Parakou,MTN,2025-08-25
956,Cotonou,MTN,2025-08-21
957,Cotonou,Moov,2025-05-18
958,Abomey,Moov,2025-09-18
959,Bohicon,MTN,2025-08-07
960,Bohicon,MTN,2026-02-08
961,Abomey,Celtiis,2025-05-10
962,Abomey,Moov,2025-11-22
963,Abomey,Celtiis,2025-08-07
964,Porto-Novo,Celtiis,2025-09-08
965,Porto-Novo,Moov,2026-02-14
966,Bohicon,Celtiis,2026-02-19
967,Parakou,Celtiis,2026-01-27
968,Abomey,Celtiis,2025-09-08
969,Bohicon,Moov,2025-10-09
970,Abomey,MTN,2025-03-30
971,Abomey,Moov,2025-05-15
972,Abomey,Moov,2025-04-25
973,Parakou,Celtiis,2025-05-06
974,Parakou,Celtiis,2025-05-11
975,Bohicon,Celtiis,2025-03-03
976,Porto-Novo,Celtiis,2026-02-17
977,Porto-Novo,Celtiis,2025-07-22
978,Abomey,Celtiis,2025-05-26
979,Cotonou,MTN,2025-05-16
980,Parakou,Celtiis,2025-03-03
981,Porto-Novo,MTN,2025-08-19
982,Porto-Novo,Celtiis,2025-05-13
983,Cotonou,Celtiis,2025-06-23
984,Abomey,Moov,2026-01-05
985,Cotonou,MTN,2025-07-29
986,Porto-Novo,MTN,2026-02-12
987,Bohicon,Moov,2025-04-13
988,Parakou,Moov,2025-09-11
989,Abomey,Moov,2025-11-15
990,Cotonou,MTN,2025-12-12
991,Cotonou,Moov,2025-07-05
992,Porto-Novo,MTN,2025-05-27
993,Parakou,MTN,2025-08-14
994,Parakou,MTN,2025-03-23
995,Porto-Novo,Moov,2025-09-02
996,Parakou,Celtiis,2025-09-03
997,Cotonou,Celtiis,2025-10-28
998,Abomey,MTN,2025-06-12
999,Porto-Novo,Celtiis,2025-11-01
1000,Porto-Novo,MTN,2025-06-12
1001,Abomey,MTN,2025-03-17
1002,Bohicon,Moov,2025-06-12
1003,Parakou,Moov,2025-07-18
1004,Parakou,MTN,2025-04-12
1005,Abomey,MTN,2025-03-01
1006,Parakou,Celtiis,2025-12-19
1007,Abomey,Celtiis,2025-07-14
1008,Bohicon,Moov,2025-04-02
1009,Porto-Novo,Celtiis,2025-05-02
1010,Porto-Novo,MTN,2025-08-03
1011,Cotonou,Moov,2025-06-07
1012,Porto-Novo,Celtiis,2025-04-13
1013,Cotonou,MTN,2025-07-12
1014,Porto-Novo,Celtiis,2025-08-22
1015,Porto-Novo,MTN,2025-03-02
1016,Bohicon,Moov,2025-06-25
1017,Abomey,MTN,2025-10-14
1018,Bohicon,Celtiis,2025-10-29
1019,Abomey,Celtiis,2025-11-07
1020,Parakou,Moov,2025-06-03
1021,Porto-Novo,Celtiis,2025-06-26
1022,Parakou,Celtiis,2025-10-29
1023,Parakou,Celtiis,2025-07-20
1024,Bohicon,Celtiis,2025-11-27
1025,Cotonou,Celtiis,2025-10-30
1026,Parakou,Moov,2025-12-01
1027,Parakou,Celtiis,2025-07-17
1028,Parakou,Moov,2026-02-17
1029,Abomey,Celtiis,2025-05-17
1030,Porto-Novo,Celtiis,2025-12-04
1031,Bohicon,MTN,2025-03-06
1032,Bohicon,Celtiis,2025-09-19
1033,Cotonou,Celtiis,2025-04-10
1034,Parakou,MTN,2026-01-06
1035,Porto-Novo,Celtiis,2025-08-10
1036,Bohicon,Celtiis,2025-05-20
1037,Porto-Novo,Moov,2025-08-13
1038,Bohicon,Moov,2025-06-20
1039,Cotonou,MTN,2025-09-24
1040,Porto-Novo,MTN,2025-03-09
1041,Cotonou,Moov,2025-09-07
1042,Bohicon,Moov,2025-07-29
1043,Porto-Novo,MTN,2026-02-03
1044,Porto-Novo,MTN,2025-05-23
1045,Abomey,Celtiis,2025-10-25
1046,Parakou,MTN,2025-07-06
1047,Abomey,Moov,2026-01-14
1048,Parakou,MTN,2025-11-29
1049,Parakou,MTN,2025-04-08
1050,Porto-Novo,Moov,2025-06-14
1051,Abomey,Moov,2025-12-27
1052,Parakou,MTN,2025-10-03
1053,Cotonou,Celtiis,2025-07-20
1054,Porto-Novo,Moov,2026-01-08
1055,Parakou,Celtiis,2025-05-28
1056,Bohicon,Moov,2025-07-20
1057,Parakou,Celtiis,2025-12-08
1058,Bohicon,Celtiis,2025-11-26
1059,Parakou,Celtiis,2025-11-13
1060,Cotonou,Moov,2025-08-30
1061,Parakou,Celtiis,2026-01-19
1062,Abomey,Celtiis,2026-01-21
1063,Abomey,Celtiis,2025-09-20
1064,Abomey,MTN,2025-02-25
1065,Parakou,Celtiis,2025-11-15
1066,Parakou,MTN,2025-08-13
1067,Abomey,MTN,2025-12-23
1068,Parakou,Celtiis,2025-04-09
1069,Cotonou,MTN,2025-03-11
1070,Cotonou,Celtiis,2025-05-06
1071,Cotonou,MTN,2026-02-19
1072,Abomey,Celtiis,2025-05-10
1073,Porto-Novo,MTN,2025-07-29
1074,Porto-Novo,Moov,2026-02-18
1075,Parakou,MTN,2025-03-13
1076,Bohicon,Moov,2025-04-14
1077,Porto-Novo,Moov,2025-12-29
1078,Bohicon,Moov,2025-06-10
1079,Porto-Novo,MTN,2025-08-12
1080,Parakou,Moov,2025-07-27
1081,Porto-Novo,Moov,2025-11-14
1082,Porto-Novo,Moov,2025-05-02
1083,Porto-Novo,Moov,2025-06-15
1084,Bohicon,Celtiis,2025-10-14
1085,Bohicon,MTN,2025-10-12
1086,Porto-Novo,Moov,2025-04-19
1087,Parakou,Celtiis,2025-03-15
1088,Parakou,MTN,2025-05-03
1089,Cotonou,Moov,2025-05-12
1090,Porto-Novo,Moov,2025-12-19
1091,Porto-Novo,Celtiis,2025-11-16
1092,Parakou,Moov,2025-10-01
1093,Bohicon,MTN,2025-09-19
1094,Parakou,Celtiis,2025-12-08
1095,Porto-Novo,Celtiis,2025-12-07
1096,Parakou,MTN,2025-08-11
1097,Abomey,Celtiis,2025-10-18
1098,Parakou,MTN,2025-10-21
1099,Porto-Novo,Moov,2025-05-25
1100,Bohicon,Celtiis,2025-12-03
1101,Bohicon,Moov,2025-08-03
1102,Porto-Novo,Moov,2025-06-20
1103,Abomey,Moov,2026-01-16
1104,Abomey,Moov,2025-03-05
1105,Porto-Novo,Celtiis,2025-06-08
1106,Bohicon,MTN,2025-06-13
1107,Bohicon,Celtiis,2025-11-19
1108,Abomey,Celtiis,2025-03-24
1109,Abomey,MTN,2026-01-27
1110,Bohicon,Celtiis,2025-11-23
1111,Porto-Novo,MTN,2025-06-11
1112,Bohicon,Celtiis,2025-06-02
1113,Abomey,Celtiis,2025-12-31
1114,Cotonou,Celtiis,2025-06-18
1115,Abomey,MTN,2025-09-27
1116,Abomey,Celtiis,2025-04-04
1117,Abomey,Celtiis,2025-03-10
1118,Porto-Novo,Moov,2025-11-08
1119,Bohicon,Celtiis,2025-12-18
1120,Porto-Novo,Celtiis,2025-11-16
1121,Abomey,Celtiis,2025-10-18
1122,Bohicon,MTN,2025-11-24
1123,Porto-Novo,Moov,2025-07-26
1124,Parakou,Moov,2025-12-02
1125,Porto-Novo,MTN,2025-10-16
1126,Parakou,Celtiis,2025-05-03
1127,Abomey,Moov,2025-07-05
1128,Porto-Novo,Moov,2025-11-22
1129,Bohicon,Moov,2026-01-06
1130,Abomey,Moov,2025-09-01
1131,Parakou,Celtiis,2025-10-09
1132,Porto-Novo,MTN,2025-04-08
1133,Cotonou,Moov,2025-10-23
1134,Parakou,Celtiis,2025-04-25
1135,Cotonou,Celtiis,2025-07-08
1136,Porto-Novo,Celtiis,2026-01-16
1137,Parakou,MTN,2025-09-09
1138,Cotonou,Celtiis,2025-09-19
1139,Porto-Novo,MTN,2025-12-19
1140,Porto-Novo,MTN,2025-11-19
1141,Bohicon,MTN,2025-10-18
1142,Porto-Novo,Moov,2026-02-12
1143,Abomey,MTN,2025-03-29
1144,Parakou,Celtiis,2025-09-17
1145,Cotonou,MTN,2025-11-02
1146,Parakou,Celtiis,2025-05-14
1147,Cotonou,Moov,2025-04-05
1148,Parakou,MTN,2025-10-30
1149,Abomey,MTN,2025-12-29
1150,Bohicon,MTN,2025-08-15
1151,Parakou,MTN,2025-11-09
1152,Cotonou,Moov,2025-12-30
1153,Abomey,Moov,2025-06-16
1154,Abomey,MTN,2025-09-25
1155,Porto-Novo,MTN,2025-06-07
1156,Bohicon,Moov,2025-11-04
1157,Parakou,Moov,2025-06-03
1158,Parakou,Moov,2025-03-12
1159,Porto-Novo,MTN,2026-02-14
1160,Porto-Novo,Moov,2025-11-08
1161,Abomey,Celtiis,2025-05-09
1162,Cotonou,Celtiis,2025-11-16
1163,Abomey,Celtiis,2025-03-25
1164,Cotonou,MTN,2025-08-06
1165,Parakou,Moov,2025-04-12
1166,Parakou,MTN,2025-10-01
1167,Porto-Novo,Moov,2025-06-28
1168,Cotonou,Moov,2025-08-28
1169,Parakou,MTN,2025-07-06
1170,Parakou,Moov,2026-01-27
1171,Porto-Novo,Celtiis,2025-12-22
1172,Bohicon,Celtiis,2026-01-12
1173,Parakou,Moov,2025-08-20
1174,Porto-Novo,MTN,2025-06-17
1175,Porto-Novo,Celtiis,2025-03-17
1176,Cotonou,Celtiis,2025-09-14
1177,Abomey,Celtiis,2026-01-24
1178,Parakou,MTN,2025-07-09
1179,Parakou,Moov,2026-01-16
1180,Bohicon,Celtiis,2025-09-26
1181,Cotonou,Moov,2025-07-29
1182,Bohicon,Celtiis,2025-07-19
1183,Parakou,Celtiis,2025-07-02
1184,Abomey,Moov,2025-05-07
1185,Parakou,MTN,2025-11-20
1186,Parakou,MTN,2025-10-13
1187,Cotonou,Moov,2025-03-27
1188,Porto-Novo,Moov,2026-01-02
1189,Cotonou,Moov,2026-01-04
1190,Parakou,Moov,2025-06-27
1191,Porto-Novo,Celtiis,2025-04-20
1192,Abomey,Moov,2025-11-17
1193,Parakou,MTN,2025-09-22
1194,Bohicon,Moov,2025-04-23
1195,Bohicon,Celtiis,2025-09-02
1196,Abomey,MTN,2025-04-16
1197,Parakou,MTN,2025-03-01
1198,Cotonou,MTN,2025-06-19
1199,Parakou,Celtiis,2026-01-18
1200,Parakou,Celtiis,2025-08-19
1201,Bohicon,MTN,2025-04-30
1202,Porto-Novo,Celtiis,2025-04-30
1203,Bohicon,Celtiis,2025-10-12
1204,Cotonou,Celtiis,2025-08-24
1205,Parakou,Celtiis,2025-09-23
1206,Bohicon,Celtiis,2025-09-19
1207,Abomey,Celtiis,2026-01-27
1208,Parakou,Celtiis,2025-11-18
1209,Bohicon,MTN,2025-05-08
1210,Abomey,Moov,2025-03-15
1211,Bohicon,Celtiis,2025-06-09
1212,Parakou,Moov,2025-11-01
1213,Abomey,MTN,2025-05-12
1214,Cotonou,Moov,2025-09-15
1215,Abomey,Celtiis,2025-04-06
1216,Cotonou,Celtiis,2025-07-06
1217,Porto-Novo,MTN,2025-06-02
1218,Bohicon,Celtiis,2025-07-24
1219,Parakou,MTN,2025-06-05
1220,Abomey,Celtiis,2025-12-07
1221,Porto-Novo,MTN,2025-05-02
1222,Cotonou,MTN,2026-02-08
1223,Bohicon,MTN,2025-07-12
1224,Cotonou,Celtiis,2025-05-19
1225,Porto-Novo,Moov,2025-10-03
1226,Bohicon,Moov,2026-01-26
1227,Porto-Novo,Celtiis,2026-02-14
1228,Bohicon,Moov,2025-06-06
1229,Porto-Novo,MTN,2025-06-13
1230,Cotonou,MTN,2025-10-17
1231,Porto-Novo,MTN,2025-03-18
1232,Porto-Novo,Celtiis,2025-09-27
1233,Abomey,Moov,2026-02-08
1234,Porto-Novo,Celtiis,2025-10-27
1235,Cotonou,MTN,2026-01-30
1236,Bohicon,MTN,2025-03-25
1237,Bohicon,Moov,2025-03-02
1238,Bohicon,Celtiis,2026-02-01
1239,Cotonou,Celtiis,2025-03-26
1240,Parakou,MTN,2026-01-17
1241,Porto-Novo,Celtiis,2025-06-13
1242,Abomey,MTN,2025-08-09
1243,Porto-Novo,Moov,2025-12-31
1244,Cotonou,Moov,2025-04-04
1245,Bohicon,Celtiis,2025-12-05
1246,Bohicon,MTN,2025-07-16
1247,Abomey,Celtiis,2025-08-13
1248,Abomey,Moov,2025-04-19
1249,Abomey,Celtiis,2025-03-07
1250,Cotonou,Moov,2025-11-19
1251,Abomey,MTN,2025-04-16
1252,Bohicon,Moov,2025-12-08
1253,Porto-Novo,Celtiis,2025-03-17
1254,Porto-Novo,Moov,2025-04-06
1255,Abomey,Celtiis,2026-02-24
1256,Porto-Novo,MTN,2025-10-16
1257,Porto-Novo,Celtiis,2025-12-12
1258,Bohicon,Moov,2026-02-06
1259,Cotonou,MTN,2026-01-23
1260,Abomey,MTN,2025-08-03
1261,Cotonou,MTN,2025-03-11
1262,Porto-Novo,Celtiis,2025-04-07
1263,Porto-Novo,MTN,2025-09-01
1264,Porto-Novo,Celtiis,2025-06-22
1265,Porto-Novo,MTN,2025-06-15
1266,Porto-Novo,Moov,2025-09-28
1267,Bohicon,MTN,2025-12-31
1268,Porto-Novo,Celtiis,2025-04-30
1269,Porto-Novo,Celtiis,2025-08-30
1270,Cotonou,MTN,2025-04-30
1271,Cotonou,Celtiis,2026-02-16
1272,Abomey,Moov,2025-08-31
1273,Parakou,MTN,2025-09-13
1274,Abomey,MTN,2025-12-20
1275,Cotonou,Moov,2025-11-09
1276,Cotonou,Moov,2025-11-25
1277,Porto-Novo,Celtiis,2025-05-18
1278,Parakou,Celtiis,2026-01-21
1279,Parakou,Celtiis,2025-04-03
1280,Abomey,Celtiis,2025-09-01
1281,Porto-Novo,Moov,2025-08-10
1282,Porto-Novo,Celtiis,2025-10-10
1283,Bohicon,Moov,2025-04-24
1284,Abomey,Celtiis,2025-11-04
1285,Abomey,Moov,2025-09-02
1286,Bohicon,MTN,2026-02-14
1287,Parakou,Celtiis,2025-12-21
1288,Parakou,Celtiis,2026-01-12
1289,Bohicon,MTN,2025-11-18
1290,Abomey,Celtiis,2025-10-22
1291,Porto-Novo,Celtiis,2025-06-05
1292,Bohicon,Moov,2025-11-13
1293,Abomey,Celtiis,2025-04-14
1294,Porto-Novo,MTN,2025-12-01
1295,Porto-Novo,Moov,2025-04-25
1296,Parakou,MTN,2025-05-25
1297,Bohicon,Celtiis,2025-05-23
1298,Abomey,Moov,2025-05-10
1299,Parakou,MTN,2026-01-06
1300,Cotonou,Celtiis,2025-03-17
1301,Porto-Novo,Moov,2025-06-12
1302,Parakou,MTN,2025-12-16
1303,Bohicon,Celtiis,2025-11-18
1304,Abomey,Celtiis,2025-05-11
1305,Cotonou,Celtiis,2025-11-22
1306,Abomey,MTN,2025-08-31
1307,Bohicon,Celtiis,2025-12-03
1308,Porto-Novo,MTN,2025-09-14
1309,Abomey,Celtiis,2025-06-30
1310,Abomey,MTN,2025-10-09
1311,Parakou,MTN,2026-02-09
1312,Bohicon,Celtiis,2025-06-09
1313,Cotonou,Celtiis,2025-06-27
1314,Abomey,Celtiis,2025-09-25
1315,Abomey,Moov,2025-05-23
1316,Abomey,Moov,2025-11-18
1317,Abomey,Moov,2025-07-01
1318,Bohicon,MTN,2026-02-11
1319,Bohicon,MTN,2025-06-27
1320,Abomey,Moov,2025-03-11
1321,Cotonou,Moov,2026-02-06
1322,Abomey,Moov,2025-05-12
1323,Bohicon,MTN,2026-01-16
1324,Bohicon,Celtiis,2025-05-26
1325,Cotonou,Moov,2025-03-12
1326,Abomey,Moov,2025-05-08
1327,Porto-Novo,MTN,2025-10-03
1328,Cotonou,Celtiis,2025-10-30
1329,Bohicon,Moov,2026-01-26
1330,Abomey,Celtiis,2026-01-04
1331,Porto-Novo,Celtiis,2025-03-08
1332,Parakou,Celtiis,2025-05-12
1333,Bohicon,Moov,2025-12-12
1334,Bohicon,MTN,2025-12-26
1335,Abomey,Moov,2025-02-26
1336,Abomey,Celtiis,2026-01-28
1337,Abomey,Moov,2026-02-21
1338,Porto-Novo,Celtiis,2025-11-18
1339,Cotonou,MTN,2025-06-24
1340,Bohicon,MTN,2026-01-11
1341,Parakou,Celtiis,2026-02-05
1342,Porto-Novo,Moov,2025-03-30
1343,Cotonou,Moov,2025-05-30
1344,Abomey,MTN,2025-03-09
1345,Cotonou,Celtiis,2025-07-28
1346,Abomey,MTN,2026-01-19
1347,Porto-Novo,Moov,2025-07-25
1348,Parakou,MTN,2025-08-24
1349,Porto-Novo,Celtiis,2026-01-13
1350,Cotonou,MTN,2025-03-01
1351,Parakou,Celtiis,2025-06-12
1352,Cotonou,Celtiis,2025-06-18
1353,Parakou,Moov,2025-04-14
1354,Abomey,MTN,2025-12-24
1355,Bohicon,MTN,2026-01-01
1356,Porto-Novo,MTN,2025-09-02
1357,Parakou,MTN,2025-02-26
1358,Parakou,MTN,2025-11-17
1359,Porto-Novo,MTN,2025-08-03
1360,Porto-Novo,Celtiis,2025-08-27
1361,Abomey,Celtiis,2025-11-02
1362,Porto-Novo,MTN,2025-04-12
1363,Porto-Novo,Moov,2025-10-13
1364,Cotonou,Moov,2025-03-19
1365,Porto-Novo,Celtiis,2026-02-12
1366,Cotonou,Celtiis,2025-10-09
1367,Bohicon,Moov,2025-10-26
1368,Cotonou,MTN,2025-06-07
1369,Bohicon,Celtiis,2026-01-07
1370,Bohicon,Celtiis,2025-08-27
1371,Bohicon,Celtiis,2026-01-03
1372,Abomey,Celtiis,2025-04-16
1373,Abomey,MTN,2025-03-09
1374,Porto-Novo,MTN,2025-06-05
1375,Abomey,Moov,2025-08-01
1376,Porto-Novo,MTN,2025-05-04
1377,Abomey,MTN,2026-02-08
1378,Bohicon,MTN,2025-09-18
1379,Parakou,MTN,2025-08-06
1380,Abomey,MTN,2025-05-19
1381,Bohicon,Moov,2025-12-30
1382,Parakou,Moov,2026-01-22
1383,Bohicon,Celtiis,2026-01-05
1384,Cotonou,Celtiis,2025-06-02
1385,Porto-Novo,Moov,2025-10-19
1386,Bohicon,MTN,2025-08-26
1387,Cotonou,Celtiis,2025-10-25
1388,Bohicon,MTN,2025-09-17
1389,Porto-Novo,MTN,2025-05-19
1390,Parakou,Celtiis,2025-10-21
1391,Porto-Novo,Celtiis,2025-03-24
1392,Parakou,Celtiis,2025-10-16
1393,Parakou,Celtiis,2025-10-03
