transaction_id,user_id,transaction_type,amount,transaction_date
1937,4453,deposit,44110.62,2025-04-07 12:50:07
1938,449,transfer,30568.91,2025-07-12 12:50:07
1939,685,deposit,31207.43,2026-01-14 12:50:07
1940,1837,deposit,36218.64,2025-09-14 12:50:07
1941,3971,transfer,29502.65,2025-03-05 12:50:07
1942,4535,withdraw,49605.04,2025-09-04 12:50:07
1943,19,deposit,26849.24,2025-12-28 12:50:07
1944,3119,withdraw,22668.45,2025-06-18 12:50:07
1945,1238,withdraw,49106.33,2026-01-12 12:50:07
1946,4111,withdraw,32833.1,2025-09-24 12:50:07
1947,3237,deposit,16127.14,2026-01-22 12:50:07
1948,4424,deposit,21861.16,2025-08-10 12:50:07
1949,918,transfer,19535.56,2025-05-28 12:50:07
1950,2368,withdraw,17217.77,2025-11-08 12:50:07
1951,3781,withdraw,46583.35,2025-07-24 12:50:07
1952,3750,deposit,20671.48,2026-01-14 12:50:07
1953,2928,transfer,3756.37,2026-02-22 12:50:07
1954,2877,deposit,43946.3,2025-07-01 12:50:07
1955,2269,deposit,46565.47,2025-07-01 12:50:07
1956,427,deposit,9770.88,2025-08-03 12:50:07
1957,4900,deposit,13434.66,2026-02-19 12:50:07
1958,4753,transfer,8526.8,2025-03-31 12:50:07
1959,2657,deposit,46641.47,2025-08-21 12:50:07
1960,4124,transfer,11322.77,2025-10-26 12:50:07
1961,3111,withdraw,17064.2,2025-06-16 12:50:07
1962,2520,deposit,40520.89,2025-05-11 12:50:07
1963,1818,withdraw,20861.48,2025-05-03 12:50:07
1964,739,transfer,12460.57,2025-03-13 12:50:07
1965,2546,deposit,28508.21,2025-07-15 12:50:07
1966,4657,transfer,44413.08,2025-05-27 12:50:07
1967,2007,withdraw,8817.29,2025-04-26 12:50:07
1968,3861,deposit,7411.63,2025-10-16 12:50:07
1969,2607,withdraw,28998.76,2025-06-13 12:50:07
1970,3936,deposit,43141.23,2025-12-25 12:50:07
1971,1489,transfer,25564.38,2025-09-10 12:50:07
1972,724,deposit,23460.12,2026-01-25 12:50:07
1973,203,deposit,49994.83,2025-07-07 12:50:07
1974,3678,transfer,14685.98,2025-10-16 12:50:07
1975,1029,withdraw,34683.45,2025-05-14 12:50:07
1976,3858,deposit,21536.95,2026-01-20 12:50:07
1977,116,transfer,11429.61,2025-03-07 12:50:07
1978,3796,deposit,39356.77,2025-05-09 12:50:07
1979,2388,deposit,13825.69,2025-03-30 12:50:07
1980,1037,deposit,43000.56,2025-07-19 12:50:07
1981,1435,withdraw,38504.9,2025-09-21 12:50:07
1982,108,transfer,3199.56,2025-06-23 12:50:07
1983,433,withdraw,15479.85,2026-02-11 12:50:07
1984,1736,deposit,35923.05,2025-05-26 12:50:07
1985,3392,deposit,29593.44,2025-06-12 12:50:07
1986,2678,deposit,19761.64,2025-06-08 12:50:07
1987,1538,withdraw,20609.94,2025-05-24 12:50:07
1988,92,transfer,36818.83,2025-10-28 12:50:07
1989,956,withdraw,7862.8,2025-05-14 12:50:07
1990,3157,deposit,25235.0,2026-01-12 12:50:07
1991,2268,transfer,27303.03,2025-11-06 12:50:07
1992,1936,withdraw,45459.73,2025-06-28 12:50:07
1993,2993,deposit,25220.74,2025-06-13 12:50:07
1994,4632,deposit,14513.89,2025-06-01 12:50:07
1995,2264,withdraw,15470.92,2025-08-16 12:50:07
1996,3266,transfer,41806.5,2025-10-25 12:50:07
1997,4420,transfer,27781.6,2025-03-20 12:50:07
1998,380,deposit,6109.99,2025-10-24 12:50:07
1999,2340,transfer,17786.79,2025-10-27 12:50:07
2000,4862,deposit,31220.49,2025-06-15 12:50:07
2001,94,withdraw,10002.99,2026-01-16 12:50:07
2002,912,deposit,24560.5,2026-02-06 12:50:07
2003,2820,withdraw,13321.6,2025-04-15 12:50:07
2004,4879,deposit,14341.2,2025-08-12 12:50:07
2005,3574,transfer,34598.19,2025-12-20 12:50:07
2006,140,transfer,30281.41,2025-07-16 12:50:07
2007,3882,withdraw,42617.65,2025-06-13 12:50:07
2008,3390,deposit,27399.64,2026-02-10 12:50:07
2009,842,withdraw,29263.65,2025-04-23 12:50:07
2010,1890,deposit,1673.1,2025-10-04 12:50:07
2011,830,withdraw,11397.76,2025-09-23 12:50:07
2012,2449,transfer,25125.95,2025-06-08 12:50:07
2013,4162,transfer,6043.75,2025-04-11 12:50:07
2014,2443,deposit,43818.26,2025-09-19 12:50:07
2015,2042,withdraw,41353.7,2025-03-30 12:50:07
2016,2861,transfer,40916.1,2025-06-29 12:50:07
2017,4045,deposit,13437.8,2025-12-01 12:50:07
2018,3670,deposit,12725.24,2025-07-20 12:50:07
2019,4468,withdraw,36361.92,2025-06-06 12:50:07
2020,1701,transfer,1971.79,2026-01-29 12:50:07
2021,616,transfer,36165.76,2025-05-15 12:50:07
2022,4520,deposit,34241.19,2025-05-18 12:50:07
2023,4819,deposit,15195.08,2026-01-14 12:50:07
2024,1736,transfer,39899.69,2025-10-25 12:50:07
2025,2399,deposit,16595.15,2026-01-25 12:50:07
2026,1154,withdraw,7607.05,2025-04-23 12:50:07
2027,750,withdraw,28020.85,2025-12-18 12:50:07
2028,4308,transfer,24438.66,2025-09-03 12:50:07
2029,1797,deposit,41789.27,2026-02-25 12:50:07
2030,2532,transfer,36563.41,2025-12-07 12:50:07
2031,4475,deposit,48819.58,2025-03-03 12:50:07
2032,1278,deposit,46094.98,2025-04-10 12:50:07
2033,3551,deposit,12036.69,2025-07-14 12:50:07
2034,4985,deposit,14329.05,2025-03-31 12:50:07
2035,2565,transfer,16861.16,2026-01-10 12:50:07
2036,1266,withdraw,19448.95,2026-01-25 12:50:07
2037,4477,deposit,17837.46,2026-02-14 12:50:07
2038,461,transfer,28538.15,2025-05-02 12:50:07
2039,884,deposit,26368.18,2025-06-23 12:50:07
2040,3519,withdraw,18530.03,2025-07-23 12:50:07
2041,3493,transfer,4788.7,2026-01-14 12:50:07
2042,4856,withdraw,17767.93,2025-05-31 12:50:07
2043,3578,withdraw,7220.71,2025-05-28 12:50:07
2044,1487,withdraw,20583.67,2025-09-01 12:50:07
2045,2708,deposit,8283.05,2026-02-09 12:50:07
2046,810,transfer,17178.98,2025-12-03 12:50:07
2047,3515,deposit,26111.73,2025-08-25 12:50:07
2048,3342,transfer,48694.65,2025-03-04 12:50:07
2049,3588,deposit,13819.48,2025-05-17 12:50:07
2050,626,transfer,24993.3,2025-03-14 12:50:07
2051,154,withdraw,18218.68,2025-03-14 12:50:07
2052,2310,transfer,36245.43,2025-11-28 12:50:07
2053,2694,deposit,17989.2,2025-04-04 12:50:07
2054,222,transfer,25536.06,2025-05-06 12:50:07
2055,4685,withdraw,22527.02,2025-12-16 12:50:07
2056,4912,transfer,32114.69,2025-05-31 12:50:07
2057,4743,transfer,40979.03,2026-01-24 12:50:07
2058,1668,deposit,28180.89,2025-09-09 12:50:07
2059,4128,withdraw,43638.96,2025-08-11 12:50:07
2060,1165,withdraw,18441.68,2025-04-27 12:50:07
2061,1969,deposit,5665.56,2025-04-06 12:50:07
2062,574,withdraw,20117.64,2025-10-09 12:50:07
2063,3393,withdraw,14101.11,2026-02-23 12:50:07
2064,3844,deposit,22442.01,2026-01-31 12:50:07
2065,3490,withdraw,15430.57,2025-09-09 12:50:07
2066,2416,withdraw,15297.73,2025-12-11 12:50:07
2067,997,withdraw,21119.73,2025-04-08 12:50:07
2068,2085,deposit,34739.56,2025-03-31 12:50:07
2069,4291,deposit,6506.02,2026-02-07 12:50:07
2070,3066,deposit,25249.2,2025-05-15 12:50:07
2071,2001,transfer,27974.21,2025-09-04 12:50:07
2072,3786,transfer,7453.77,2026-02-21 12:50:07
2073,4202,withdraw,12086.28,2026-01-17 12:50:07
2074,2200,transfer,10875.35,2025-12-27 12:50:07
2075,4744,deposit,45860.23,2025-12-17 12:50:07
2076,2664,withdraw,15505.49,2025-03-27 12:50:07
2077,993,withdraw,49776.8,2025-11-09 12:50:07
2078,4479,transfer,18175.77,2025-02-27 12:50:07
2079,2347,transfer,28235.42,2026-01-04 12:50:07
2080,4002,transfer,44818.27,2025-10-28 12:50:07
2081,1755,transfer,49970.24,2025-04-02 12:50:07
2082,1847,deposit,34859.4,2025-06-21 12:50:07
2083,2996,transfer,9926.82,2025-04-17 12:50:07
2084,2795,transfer,40581.88,2025-08-27 12:50:07
2085,3400,transfer,28112.68,2026-02-16 12:50:07
2086,3061,deposit,35037.21,2026-02-06 12:50:07
2087,1930,transfer,20519.83,2026-02-21 12:50:07
2088,334,transfer,8187.44,2025-04-27 12:50:07
2089,3004,deposit,1235.75,2025-06-28 12:50:07
2090,1452,transfer,747.6,2025-10-01 12:50:07
2091,4599,transfer,4163.66,2025-12-23 12:50:07
2092,858,withdraw,16537.29,2025-10-19 12:50:07
2093,1436,withdraw,27059.25,2025-05-27 12:50:07
2094,2151,withdraw,10302.4,2025-07-10 12:50:07
2095,2922,deposit,7189.66,2025-12-15 12:50:07
2096,3335,transfer,47800.45,2026-02-06 12:50:07
2097,4384,withdraw,41852.65,2026-02-18 12:50:07
2098,673,transfer,22127.26,2025-04-14 12:50:07
2099,1772,deposit,45901.84,2025-09-12 12:50:07
2100,3302,transfer,20780.37,2025-05-23 12:50:07
2101,502,transfer,12322.4,2025-04-23 12:50:07
2102,252,withdraw,17965.9,2025-07-09 12:50:07
2103,67,deposit,26862.45,2025-12-25 12:50:07
2104,4012,transfer,15613.35,2025-04-22 12:50:07
2105,3502,withdraw,28934.34,2025-07-07 12:50:07
2106,3940,deposit,3984.23,2025-08-04 12:50:07
2107,2461,withdraw,44716.35,2025-11-29 12:50:07
2108,725,deposit,23426.54,2025-07-13 12:50:07
2109,4235,deposit,34801.25,2026-01-23 12:50:07
2110,3133,deposit,47731.08,2026-01-19 12:50:07
2111,2695,withdraw,13855.23,2025-02-27 12:50:07
2112,3606,withdraw,20748.39,2026-01-13 12:50:07
2113,4646,withdraw,16927.01,2025-07-14 12:50:07
2114,333,deposit,20208.34,2026-02-12 12:50:07
2115,1777,withdraw,44032.14,2025-11-03 12:50:07
2116,4083,withdraw,24021.33,2025-11-10 12:50:07
2117,3286,withdraw,18303.88,2025-06-26 12:50:07
2118,255,deposit,47290.86,2025-03-05 12:50:07
2119,1774,deposit,509.08,2025-05-28 12:50:07
2120,3300,withdraw,8445.05,2025-05-02 12:50:07
2121,1648,deposit,48489.32,2026-01-08 12:50:07
2122,1474,deposit,14796.62,2025-10-10 12:50:07
2123,1079,deposit,9463.09,2025-10-02 12:50:07
2124,4935,withdraw,24383.48,2025-10-24 12:50:07
2125,3309,withdraw,7607.37,2025-06-21 12:50:07
2126,1745,withdraw,7519.64,2026-02-07 12:50:07
2127,3195,withdraw,7538.6,2025-05-12 12:50:07
2128,2168,transfer,18756.56,2025-11-06 12:50:07
2129,3386,transfer,7674.63,2026-01-12 12:50:07
2130,3866,withdraw,49681.41,2026-01-24 12:50:07
2131,1855,deposit,15544.68,2025-06-26 12:50:07
2132,2416,withdraw,32405.47,2025-05-23 12:50:07
2133,1317,transfer,4219.82,2025-06-06 12:50:07
2134,1912,deposit,7516.14,2025-11-27 12:50:07
2135,2569,transfer,13434.88,2026-01-22 12:50:07
2136,334,transfer,49932.54,2025-07-22 12:50:07
2137,4539,transfer,35982.21,2025-06-22 12:50:07
2138,4452,deposit,14514.05,2026-01-25 12:50:07
2139,3310,deposit,10335.05,2025-04-05 12:50:07
2140,1833,withdraw,12311.33,2026-02-09 12:50:07
2141,4160,withdraw,33298.4,2025-03-25 12:50:07
2142,160,withdraw,35168.36,2025-12-02 12:50:07
2143,908,withdraw,38855.53,2025-10-27 12:50:07
2144,1966,withdraw,10776.82,2025-05-24 12:50:07
2145,243,withdraw,20563.73,2026-02-24 12:50:07
2146,3619,withdraw,36723.08,2025-11-25 12:50:07
2147,2397,transfer,899.81,2025-08-28 12:50:07
2148,1448,deposit,5002.51,2025-07-08 12:50:07
2149,737,withdraw,18987.48,2025-04-30 12:50:07
2150,2118,transfer,7819.9,2025-05-17 12:50:07
2151,4824,deposit,2961.67,2025-08-20 12:50:07
2152,3692,withdraw,5318.76,2025-08-10 12:50:07
2153,813,deposit,34688.55,2025-07-17 12:50:07
2154,2303,deposit,34475.08,2025-04-08 12:50:07
2155,4139,deposit,19094.73,2025-06-29 12:50:07
2156,272,deposit,37121.46,2025-05-02 12:50:07
2157,4189,deposit,14485.6,2025-10-12 12:50:07
2158,3681,transfer,11543.69,2025-05-20 12:50:07
2159,3719,deposit,18429.99,2025-03-08 12:50:07
2160,1247,transfer,23719.68,2025-09-29 12:50:07
2161,2704,withdraw,5545.04,2026-01-15 12:50:07
2162,3994,transfer,3730.11,2026-02-16 12:50:07
2163,2141,deposit,25506.23,2026-01-04 12:50:07
2164,2154,withdraw,9021.61,2025-05-03 12:50:07
2165,1551,transfer,33245.1,2025-07-25 12:50:07
2166,4194,withdraw,35682.93,2025-06-10 12:50:07
2167,4327,deposit,39954.98,2026-01-28 12:50:07
2168,4583,withdraw,27674.01,2026-01-20 12:50:07
2169,2389,withdraw,27165.63,2025-12-28 12:50:07
2170,4400,withdraw,9003.93,2025-12-13 12:50:07
2171,360,transfer,33206.35,2025-09-24 12:50:07
2172,4672,transfer,21357.99,2025-10-14 12:50:07
2173,1561,deposit,12101.27,2025-10-26 12:50:07
2174,3523,withdraw,42736.95,2026-02-16 12:50:07
2175,1319,transfer,45165.69,2025-11-06 12:50:07
2176,1825,transfer,12967.94,2025-09-29 12:50:07
2177,1232,withdraw,2650.32,2025-03-07 12:50:07
2178,621,deposit,45565.96,2025-10-16 12:50:07
2179,1669,transfer,5577.36,2026-02-03 12:50:07
2180,616,deposit,33484.17,2025-11-10 12:50:07
2181,3048,withdraw,39659.91,2025-06-24 12:50:07
2182,1598,withdraw,30009.34,2025-05-08 12:50:07
2183,1943,transfer,39166.8,2025-05-01 12:50:07
2184,1110,transfer,28601.52,2025-08-19 12:50:07
2185,979,transfer,9069.56,2025-07-28 12:50:07
2186,2965,transfer,17171.03,2025-05-24 12:50:07
2187,4529,deposit,28986.7,2025-06-07 12:50:07
2188,1946,transfer,37206.78,2025-06-26 12:50:07
2189,3357,withdraw,20281.99,2026-01-25 12:50:07
2190,1366,deposit,39951.98,2025-06-03 12:50:07
2191,3841,deposit,2712.9,2025-07-15 12:50:07
2192,3313,transfer,45600.41,2026-02-24 12:50:07
2193,947,withdraw,34540.55,2025-03-07 12:50:07
2194,4661,deposit,3595.13,2026-01-06 12:50:07
2195,1201,withdraw,39180.94,2025-09-12 12:50:07
2196,3242,withdraw,19199.36,2025-06-29 12:50:07
2197,3079,transfer,41061.68,2025-07-07 12:50:07
2198,431,deposit,7239.54,2026-01-16 12:50:07
2199,2848,withdraw,29642.09,2025-06-04 12:50:07
2200,2611,withdraw,34475.96,2025-11-10 12:50:07
2201,185,deposit,8644.21,2025-07-16 12:50:07
2202,3413,withdraw,6144.59,2025-03-05 12:50:07
2203,2522,withdraw,38291.19,2026-02-06 12:50:07
2204,4532,deposit,37739.28,2025-12-07 12:50:07
2205,3011,transfer,10331.69,2026-01-05 12:50:07
2206,1285,deposit,4856.5,2025-10-19 12:50:07
2207,2862,withdraw,15957.96,2025-10-06 12:50:07
2208,659,transfer,8519.53,2025-06-12 12:50:07
2209,3343,transfer,23011.77,2026-01-16 12:50:07
2210,3236,transfer,35468.06,2025-07-25 12:50:07
2211,4524,deposit,13954.12,2025-03-08 12:50:07
2212,1069,transfer,42941.55,2025-06-28 12:50:07
2213,4266,deposit,14838.74,2025-10-16 12:50:07
2214,1638,transfer,34164.68,2025-12-28 12:50:07
2215,3970,transfer,32902.26,2025-07-26 12:50:07
2216,4648,transfer,23106.18,2025-07-23 12:50:07
2217,790,withdraw,9018.95,2025-05-05 12:50:07
2218,1899,withdraw,21471.46,2025-10-31 12:50:07
2219,3482,deposit,49418.22,2026-02-24 12:50:07
2220,3883,deposit,3377.18,2025-07-10 12:50:07
2221,2160,deposit,13065.19,2025-03-26 12:50:07
2222,1661,transfer,40974.12,2025-07-01 12:50:07
2223,3108,withdraw,46319.89,2025-07-13 12:50:07
2224,2379,deposit,1046.26,2025-11-23 12:50:07
2225,2621,withdraw,27469.21,2025-12-09 12:50:07
2226,1348,transfer,24551.68,2025-11-28 12:50:07
2227,2052,withdraw,7020.31,2025-12-29 12:50:07
2228,1614,withdraw,5866.62,2025-10-29 12:50:07
2229,3970,deposit,931.97,2025-06-16 12:50:07
2230,3175,withdraw,14000.62,2025-07-04 12:50:07
2231,736,deposit,23747.15,2025-05-24 12:50:07
2232,4927,transfer,3081.33,2026-02-19 12:50:07
2233,566,transfer,18874.9,2026-01-15 12:50:07
2234,1968,withdraw,38823.85,2026-02-11 12:50:07
2235,4509,transfer,4152.38,2025-11-17 12:50:07
2236,4447,transfer,27407.45,2025-11-21 12:50:07
2237,4206,deposit,25892.61,2025-12-09 12:50:07
2238,3176,deposit,35444.65,2025-03-12 12:50:07
2239,3566,withdraw,15697.86,2025-04-25 12:50:07
2240,4438,withdraw,25266.23,2025-03-24 12:50:07
2241,3316,withdraw,2759.65,2025-08-13 12:50:07
2242,4651,deposit,28654.85,2025-11-30 12:50:07
2243,3841,transfer,32286.33,2026-01-13 12:50:07
2244,1110,deposit,38170.51,2025-04-20 12:50:07
2245,2004,transfer,10670.65,2025-02-26 12:50:07
2246,57,transfer,23486.53,2026-01-22 12:50:07
2247,444,transfer,26990.18,2025-10-01 12:50:07
2248,4897,transfer,30774.11,2025-10-05 12:50:07
2249,4581,transfer,34148.95,2025-12-04 12:50:07
2250,2990,deposit,48323.27,2025-04-11 12:50:07
2251,88,transfer,40009.25,2026-01-28 12:50:07
2252,3279,deposit,27420.37,2025-06-16 12:50:07
2253,3941,deposit,28285.85,2026-01-17 12:50:07
2254,1113,transfer,33318.1,2025-08-04 12:50:07
2255,2039,deposit,24077.86,2025-07-28 12:50:07
2256,2106,deposit,12496.96,2025-06-18 12:50:07
2257,1543,deposit,27399.93,2025-02-28 12:50:07
2258,856,transfer,26663.32,2025-12-05 12:50:07
2259,633,withdraw,6129.2,2025-08-07 12:50:07
2260,3327,withdraw,42050.59,2025-08-22 12:50:07
2261,882,transfer,49713.34,2026-02-14 12:50:07
2262,2037,transfer,34880.79,2025-04-06 12:50:07
2263,2825,withdraw,11393.22,2025-09-15 12:50:07
2264,1302,deposit,10893.98,2025-05-03 12:50:07
2265,751,transfer,47206.47,2025-08-27 12:50:07
2266,4956,withdraw,14585.56,2025-04-09 12:50:07
2267,3617,transfer,43091.64,2025-03-06 12:50:07
2268,2297,deposit,32043.3,2025-11-11 12:50:07
2269,3042,withdraw,1132.97,2025-08-27 12:50:07
2270,1902,transfer,2505.87,2025-05-29 12:50:07
2271,1962,transfer,42614.02,2025-07-29 12:50:07
2272,3777,transfer,10006.46,2025-08-24 12:50:07
2273,2080,deposit,2019.24,2025-05-26 12:50:07
2274,3160,transfer,46374.38,2025-10-01 12:50:07
2275,705,deposit,5487.47,2025-07-02 12:50:07
2276,4907,withdraw,48830.65,2025-10-31 12:50:07
2277,3922,transfer,46096.01,2025-10-09 12:50:07
2278,3946,withdraw,10664.51,2026-01-20 12:50:07
2279,427,withdraw,49122.8,2025-08-07 12:50:07
2280,1722,transfer,22588.23,2025-12-02 12:50:07
2281,986,deposit,20479.51,2026-02-03 12:50:07
2282,1648,transfer,48025.28,2025-11-18 12:50:07
2283,3456,withdraw,10457.2,2025-03-14 12:50:07
2284,376,deposit,49993.22,2025-05-14 12:50:07
2285,1104,transfer,14581.65,2025-02-26 12:50:07
2286,2391,deposit,20720.12,2025-08-03 12:50:07
2287,1199,transfer,18300.39,2026-02-25 12:50:07
2288,1644,transfer,4327.12,2025-09-08 12:50:07
2289,1398,transfer,29575.81,2026-01-21 12:50:07
2290,3993,transfer,13283.69,2025-11-20 12:50:07
2291,4428,withdraw,22559.31,2026-01-31 12:50:07
2292,3012,transfer,45573.09,2025-03-07 12:50:07
2293,1562,withdraw,19981.9,2025-09-26 12:50:07
2294,2212,withdraw,28803.18,2025-08-04 12:50:07
2295,3056,deposit,45607.07,2025-03-12 12:50:07
2296,4530,deposit,49679.85,2025-09-08 12:50:07
2297,4488,transfer,42795.88,2025-07-15 12:50:07
2298,2638,transfer,49189.46,2025-08-16 12:50:07
2299,1705,transfer,30614.76,2025-07-19 12:50:07
2300,4788,withdraw,6689.17,2025-06-01 12:50:07
2301,1736,transfer,22483.61,2025-06-14 12:50:07
2302,4394,transfer,13927.02,2025-04-10 12:50:07
2303,1602,deposit,34175.32,2025-11-06 12:50:07
2304,2133,withdraw,14219.87,2025-10-22 12:50:07
2305,369,withdraw,8708.54,2025-09-23 12:50:07
2306,4082,transfer,42430.56,2026-01-28 12:50:07
2307,2482,transfer,31303.34,2025-06-23 12:50:07
2308,2657,transfer,1382.79,2025-08-04 12:50:07
2309,3457,transfer,23766.99,2026-01-14 12:50:07
2310,2769,transfer,18177.04,2025-07-16 12:50:07
2311,1226,withdraw,5769.37,2025-10-11 12:50:07
2312,2329,deposit,30647.89,2025-08-28 12:50:07
2313,4876,withdraw,17019.05,2026-01-12 12:50:07
2314,4670,transfer,8781.67,2025-04-02 12:50:07
2315,4438,deposit,32056.15,2025-12-29 12:50:07
2316,2029,deposit,41353.16,2025-10-11 12:50:07
2317,2974,deposit,13203.89,2026-02-10 12:50:07
2318,124,withdraw,12287.26,2025-07-15 12:50:07
2319,1290,deposit,6224.65,2025-09-04 12:50:07
2320,4603,transfer,8687.06,2025-08-26 12:50:07
2321,4086,transfer,32175.43,2025-07-04 12:50:07
2322,3900,transfer,43673.68,2025-06-21 12:50:07
2323,3981,deposit,25948.27,2025-09-14 12:50:07
2324,4705,withdraw,18352.0,2025-06-24 12:50:07
2325,1277,withdraw,20882.2,2025-12-24 12:50:07
2326,2164,deposit,9565.54,2025-11-17 12:50:07
2327,570,withdraw,731.75,2025-12-05 12:50:07
2328,3376,transfer,42600.76,2025-06-10 12:50:07
2329,772,transfer,39804.61,2025-04-07 12:50:07
2330,993,withdraw,5312.03,2026-02-04 12:50:07
2331,3748,withdraw,23258.64,2025-12-05 12:50:07
2332,2432,transfer,24062.39,2025-03-22 12:50:07
2333,2001,deposit,35557.74,2026-01-25 12:50:07
2334,1165,withdraw,30510.16,2025-07-30 12:50:07
2335,2331,deposit,31149.51,2025-12-06 12:50:07
2336,4755,withdraw,42578.6,2025-03-23 12:50:07
2337,1781,transfer,34434.02,2025-03-12 12:50:07
2338,3687,withdraw,22551.37,2026-02-18 12:50:07
2339,3329,transfer,44674.2,2025-06-26 12:50:07
2340,589,transfer,35233.27,2025-10-02 12:50:07
2341,440,transfer,11629.78,2025-06-23 12:50:07
2342,2129,deposit,37636.43,2025-11-18 12:50:07
2343,4324,withdraw,41466.96,2025-04-13 12:50:07
2344,1197,deposit,26478.04,2025-03-22 12:50:07
2345,1548,deposit,29755.36,2025-12-15 12:50:07
2346,4449,deposit,48746.64,2025-05-31 12:50:07
2347,678,transfer,6546.53,2025-06-19 12:50:07
2348,2137,withdraw,24907.03,2025-03-04 12:50:07
2349,3055,withdraw,32994.87,2025-08-24 12:50:07
2350,4308,transfer,46451.3,2025-11-22 12:50:07
2351,3817,transfer,38937.17,2025-09-24 12:50:07
2352,4162,deposit,33565.19,2026-01-14 12:50:07
2353,2351,transfer,11636.83,2025-12-05 12:50:07
2354,2995,transfer,8197.17,2025-12-31 12:50:07
2355,4839,withdraw,2285.51,2025-10-09 12:50:07
2356,3012,deposit,37851.04,2025-08-10 12:50:07
2357,1681,transfer,31145.04,2025-05-14 12:50:07
2358,1366,transfer,2098.03,2025-07-14 12:50:07
2359,3379,withdraw,8263.01,2025-09-16 12:50:07
2360,943,deposit,10470.5,2025-05-22 12:50:07
2361,406,withdraw,39386.25,2025-07-06 12:50:07
2362,3787,withdraw,4075.88,2025-05-23 12:50:07
2363,4560,withdraw,32558.04,2025-04-10 12:50:07
2364,2903,deposit,34075.42,2025-09-18 12:50:07
2365,253,transfer,25535.4,2025-04-08 12:50:07
2366,1280,deposit,19279.0,2025-07-06 12:50:07
2367,1379,transfer,35919.39,2025-05-09 12:50:07
2368,2066,deposit,30769.51,2025-11-06 12:50:07
2369,147,withdraw,6688.7,2025-08-27 12:50:07
2370,2706,withdraw,3951.91,2025-07-05 12:50:07
2371,3786,withdraw,1898.78,2025-05-09 12:50:07
2372,1519,transfer,35673.99,2025-08-30 12:50:07
2373,2637,withdraw,7522.15,2025-06-05 12:50:07
2374,4596,deposit,18625.52,2026-01-02 12:50:07
2375,3309,deposit,28159.56,2026-02-03 12:50:07
2376,1371,transfer,18089.1,2025-12-10 12:50:07
2377,2180,transfer,16456.09,2025-08-31 12:50:07
2378,296,withdraw,30316.3,2025-07-19 12:50:07
2379,2160,transfer,15442.37,2025-06-12 12:50:07
2380,4572,deposit,15033.27,2025-08-22 12:50:07
2381,765,transfer,30811.27,2025-07-21 12:50:07
2382,887,transfer,36480.12,2025-10-09 12:50:07
2383,2203,withdraw,34375.8,2026-01-29 12:50:07
2384,681,deposit,31258.44,2025-04-06 12:50:07
2385,1072,deposit,39632.72,2025-07-15 12:50:07
2386,2051,transfer,36752.01,2025-06-13 12:50:07
2387,1298,withdraw,41735.49,2025-08-29 12:50:07
2388,2452,transfer,27172.67,2026-01-24 12:50:07
2389,3199,transfer,33756.35,2025-09-08 12:50:07
2390,2092,deposit,30279.6,2025-08-20 12:50:07
2391,1054,withdraw,28289.32,2025-08-26 12:50:07
2392,2409,deposit,14001.98,2025-06-05 12:50:07
2393,3879,withdraw,24990.24,2025-09-07 12:50:07
2394,2948,withdraw,42037.52,2025-05-22 12:50:07
2395,1672,transfer,25109.66,2025-09-13 12:50:07
2396,1118,transfer,20319.77,2025-05-31 12:50:07
2397,4276,deposit,42483.7,2025-07-04 12:50:07
2398,3939,withdraw,16227.64,2026-02-19 12:50:07
2399,2300,deposit,36037.16,2025-07-28 12:50:07
2400,2633,transfer,11415.37,2025-10-06 12:50:07
2401,123,withdraw,49182.54,2025-06-09 12:50:07
2402,1367,transfer,36785.68,2025-03-20 12:50:07
2403,3064,withdraw,1780.84,2025-11-15 12:50:07
2404,2216,deposit,11719.88,2025-08-22 12:50:07
2405,594,deposit,6332.91,2026-02-02 12:50:07
2406,727,withdraw,30990.18,2025-03-13 12:50:07
2407,4262,deposit,35492.69,2025-12-12 12:50:07
2408,2289,transfer,23625.34,2025-05-12 12:50:07
2409,4060,transfer,35764.98,2025-04-28 12:50:07
2410,4639,transfer,39281.81,2025-10-05 12:50:07
2411,4505,deposit,43451.36,2025-05-19 12:50:07
2412,1121,withdraw,5051.1,2026-01-21 12:50:07
2413,77,transfer,49541.11,2025-12-12 12:50:07
2414,4058,transfer,48947.93,2025-07-30 12:50:07
2415,2570,transfer,25137.85,2025-07-15 12:50:07
2416,695,deposit,47553.71,2025-03-05 12:50:07
2417,4154,withdraw,3576.28,2025-04-03 12:50:07
2418,3300,transfer,11869.24,2025-12-20 12:50:07
2419,520,transfer,37627.84,2025-10-09 12:50:07
2420,4726,withdraw,18766.59,2025-05-26 12:50:07
2421,245,transfer,34618.95,2025-10-25 12:50:07
2422,891,transfer,14480.33,2025-05-19 12:50:07
2423,4233,withdraw,15224.73,2025-05-22 12:50:07
2424,1364,deposit,38373.15,2025-08-05 12:50:07
2425,438,deposit,19398.07,2025-10-02 12:50:07
2426,4499,transfer,30568.08,2025-06-12 12:50:07
2427,1855,withdraw,40844.03,2026-02-22 12:50:07
2428,3267,deposit,29230.52,2025-07-26 12:50:07
2429,2323,deposit,643.51,2025-04-28 12:50:07
2430,3792,withdraw,15859.72,2025-03-23 12:50:07
2431,157,deposit,15788.39,2025-10-13 12:50:07
2432,4131,withdraw,24130.51,2025-04-02 12:50:07
2433,3611,transfer,38259.97,2026-02-12 12:50:07
